video_id,comment,clean_comment,label,label_id
RsKRrIp--Mg,Komdigi sampah tolol ngetok bangsat bodoh dongo,komdigi sampah tolol ngetok bangsat bodoh dongo,negative,0
QDj0g7Xw2rg,Di mana daruratnya harusnya daruratnya di TV bukan di medsos,di mana daruratnya harusnya daruratnya di tv bukan di medsos,negative,0
JrCe8CVR1KY,oiiii kan kita yang beli hp dan kalo bener demo lebih rusuh judol aja sonoh kalo mau biar adil lu juga ga main hp lu semua enak yang umur di atas16  dasar,oiiii kan kita yang beli hp dan kalo bener demo lebih rusuh judol aja sonoh kalo mau biar adil lu juga ga main hp lu semua enak yang umur di atas16 dasar,negative,0
aZEtsruDoQc,Padahal aku suka Roblox 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,padahal aku suka roblox,negative,0
TdyE62mSXx0,Ah negara gk maju mending pindah ke amrik damai gw daripada indo gw kasih rating negara indo -0,ah negara gk maju mending pindah ke amrik damai gw daripada indo gw kasih rating negara indo 0,negative,0
viGBwFO3nDA,tapi bang kalo ada anak kecil yang bawa akun punya orang tua nya seperti tiktok YouTube intagram atau yang lain nya gimana ya,tapi bang kalo ada anak kecil yang bawa akun punya orang tua nya seperti tiktok youtube intagram atau yang lain nya gimana ya,neutral,1
19eKDDkJt6w,Dasar pemerintah Dajjal ngapain Hapus Roblox 🤬🖕,dasar pemerintah dajjal ngapain hapus roblox,negative,0
Hy5rx58GES4,Kami setuju kadang2 anak dibawah 16 th kll sudah maen hp rata 2semua lupa diri.setuju setuju setuju..dulu di masjid di musoollah anak2 rame pada ngaji kumpul. sekarang semua pada maen hp gak perduli waktu mantaaap,kami setuju kadang2 anak dibawah 16 th kll sudah maen hp rata 2semua lupa dirisetuju setuju setujudulu di masjid di musoollah anak2 rame pada ngaji kumpul sekarang semua pada maen hp gak perduli waktu mantaaap,positive,2
iLERE4VmtZc,Terus gunanya apk control orang tua apa?,terus gunanya apk control orang tua apa,negative,0
aZEtsruDoQc,Mari demo,mari demo,negative,0
aZEtsruDoQc,OH NOOOOOOOOOOOOOO,oh noooooooooooooo,negative,0
QDj0g7Xw2rg,kenapa sih harus di blok yang ada malah mental kita tampah sesak bisa gak sih gak usah di blok walapun juga itu bermanfaat tapitapi blok aja yang bersalah jangan blok yang gak salah mentang mentang peresiden Sampek segitunya yang gak setuju komen gak setuju,kenapa sih harus di blok yang ada malah mental kita tampah sesak bisa gak sih gak usah di blok walapun juga itu bermanfaat tapitapi blok aja yang bersalah jangan blok yang gak salah mentang mentang peresiden sampek segitunya yang gak setuju komen gak setuju,negative,0
V_mvjaonG-w,Alhamdulillah akhirnya aturan anak kecil tidak boleh memiliki sosial media.,alhamdulillah akhirnya aturan anak kecil tidak boleh memiliki sosial media,positive,2
QDj0g7Xw2rg,Guys benerin dulu shalat bukan perang sarung ataumaiin hp nonton yotube cari kepinteran mah di buku bukan di hp🗿🗿,guys benerin dulu shalat bukan perang sarung ataumaiin hp nonton yotube cari kepinteran mah di buku bukan di hp,positive,2
0Sa4S97M-uM,Perusak tiba2 jadi pelindung 😅,perusak tiba2 jadi pelindung,negative,0
fX2bE5ecHy4,"Judol juga dong giliran gin dibatasi 🤭, takut yg suka kritik itu mereka 😂",judol juga dong giliran gin dibatasi takut yg suka kritik itu mereka,negative,0
QDj0g7Xw2rg,Yang setuju judol aja yang dihapus kumpul sini <br><br>Roblox itu ada manfaatnya gamenya banyak kita bisa memilih game di Roblox asal lo tau ya YouTube Roblox dan dan aplikasi begituan sih emang ada yang kayak gitu kayak gitu ya tapi jangan dihapus kenapa harus dihapus kalau dihapus beneran demo nih demo demo demo demo demo titik nggak ada koma Roblox YouTube juga nggak ada kok malah kita nyaman banget nonton YouTube main Roblox YouTube ada video manfaatnya juga Roblox juga hayo mau ngomong apa,yang setuju judol aja yang dihapus kumpul sini roblox itu ada manfaatnya gamenya banyak kita bisa memilih game di roblox asal lo tau ya youtube roblox dan dan aplikasi begituan sih emang ada yang kayak gitu kayak gitu ya tapi jangan dihapus kenapa harus dihapus kalau dihapus beneran demo nih demo demo demo demo demo titik nggak ada koma roblox youtube juga nggak ada kok malah kita nyaman banget nonton youtube main roblox youtube ada video manfaatnya juga roblox juga hayo mau ngomong apa,negative,0
xOLutbfafBo,Bodoamat bacot nyenyenyenye😜😜😜😜😜😜🖕🖕🖕,bodoamat bacot nyenyenyenye,neutral,1
viGBwFO3nDA,"lah bukannya umur 6 - 12 dah tahu mana yang baik mana yang buruk,gak masuk akal kocak",lah bukannya umur 6 12 dah tahu mana yang baik mana yang burukgak masuk akal kocak,negative,0
C8XBDjbPNNU,"Masa depan gw hancur lah, udah masih dibawah umur, udah mimpinya tuh jadi youtuber terkenal, malah bulan ini menghilang😔😭🤞",masa depan gw hancur lah udah masih dibawah umur udah mimpinya tuh jadi youtuber terkenal malah bulan ini menghilang,negative,0
_M85Z0Beq_g,Aku gak setuju padahal YouTube ada video pelajaran pemerintah apaan yang gak setuju like<br>👇🏻<br>👇🏻<br>👇🏻,aku gak setuju padahal youtube ada video pelajaran pemerintah apaan yang gak setuju like,negative,0
aZEtsruDoQc,bro YouTube untuk anak anak bisa membahagainya kalo gak ada youtube pasti stress kalo youtube dibloxir auto villain gw demo ke yang blox nya,bro youtube untuk anak anak bisa membahagainya kalo gak ada youtube pasti stress kalo youtube dibloxir auto villain gw demo ke yang blox nya,negative,0
V_mvjaonG-w,"Kalau pakai KTP dan verifikasi wajah gw rasa celanya kecil, tapi mirip mirip  pinjol ya 😂😂😂😂😂",kalau pakai ktp dan verifikasi wajah gw rasa celanya kecil tapi mirip mirip pinjol ya,positive,2
QDj0g7Xw2rg,Beresin judol dulu dong😡😡😡😡,beresin judol dulu dong,negative,0
JrCe8CVR1KY,Ngk ngotak banget bjir,ngk ngotak banget bjir,negative,0
LFfRhLKHdJA,"Ya anak2 pasti pakai hp orang tua buat main game,kalau tidak di pinjamin ngamuk",ya anak2 pasti pakai hp orang tua buat main gamekalau tidak di pinjamin ngamuk,negative,0
R1hQwelEGvU,gw sih fifty fifty aja. gw bikin konten audiens &lt;16 tahun. mungkin saatnya bikin konten audiens luar negeri.,gw sih fifty fifty aja gw bikin konten audiens 16 tahun mungkin saatnya bikin konten audiens luar negeri,neutral,1
fX2bE5ecHy4,"setuju,tpi nnti pelaksanaan nya bagaimana? apakah tetap bisa mengakses tpi interaksi dibatasi? filter konten? sebelum melaksanakan apakah sudah sesuai dengan data dan fakta? krn bisa saja anak meminjam dan dipinjam kan akun orang tua. Email / akun Google nanti gimana? Pemerintah harusnya kasih “wadah” atau malah membatasi? <br><br><br>bagaimana caranya bikin sosmed aman tanpa menghambat belajar anak?",setujutpi nnti pelaksanaan nya bagaimana apakah tetap bisa mengakses tpi interaksi dibatasi filter konten sebelum melaksanakan apakah sudah sesuai dengan data dan fakta krn bisa saja anak meminjam dan dipinjam kan akun orang tua email akun google nanti gimana pemerintah harusnya kasih wadah atau malah membatasi bagaimana caranya bikin sosmed aman tanpa menghambat belajar anak,positive,2
NzMXdwZm8B0,sok ngatur merasa paling benar nanti juga dapat karna karma itu nyata. paling karma nya di demo sama 1 Indonesia,sok ngatur merasa paling benar nanti juga dapat karna karma itu nyata paling karma nya di demo sama 1 indonesia,negative,0
aZEtsruDoQc,Gua kasih nilai 0,gua kasih nilai 0,negative,0
lM-QZ4uCXuk,Noooooooooooooo robloxku,noooooooooooooo robloxku,negative,0
tuaZNgn2rcc,Setuju banget. Mereka kebanyakan lupa dgn apa yg harus mereka kerjakan di usia yg seharusnya belajar demi meraih cita cita,setuju banget mereka kebanyakan lupa dgn apa yg harus mereka kerjakan di usia yg seharusnya belajar demi meraih cita cita,positive,2
NzMXdwZm8B0,Kita harus nunggu sampai 13  tahun atau 16 tahun itu lebih parah banget aku nggak suka idenya,kita harus nunggu sampai 13 tahun atau 16 tahun itu lebih parah banget aku nggak suka idenya,negative,0
R1hQwelEGvU,Pilih kasih kenapa harus robloxx harusnya game lain juga pemerintah pilih kasihhh ga adiilll 😌,pilih kasih kenapa harus robloxx harusnya game lain juga pemerintah pilih kasihhh ga adiilll,negative,0
JrCe8CVR1KY,padahal aku kalau cari tutorial menggambar cari di YouTube kenapa harus gini 😢😭😭,padahal aku kalau cari tutorial menggambar cari di youtube kenapa harus gini,negative,0
JrCe8CVR1KY,Woi org lagi liburan tuh anak anak kalo minjam hp apa yang dia mainin 😭😭😭😭😭😭😭😭😭,woi org lagi liburan tuh anak anak kalo minjam hp apa yang dia mainin,negative,0
R1hQwelEGvU,Makasih banyak min,makasih banyak min,positive,2
dVTaBKZLsds,🧔: Jonny Jonny <br>🧒:yes papa<br>🧔: blokir judol<br>🧒:no papa<br>🧔:blokir pinjol<br>🧒:no papa<br>🧔: blokir medsos<br>🧒: yes papa<br>Pemerintah tol0l🙄,jonny jonny yes papa blokir judolno papablokir pinjolno papa blokir medsos yes papapemerintah tol0l,neutral,1
lM-QZ4uCXuk,Setuju gua ..gen alpha KLO udh kena hp males,setuju gua gen alpha klo udh kena hp males,positive,2
DfYhY-bKsZI,Serah lah bodoamat akuh,serah lah bodoamat akuh,neutral,1
OTk4HFU-xn8,Apapun kebijakannya pasti ada yg nyinyir.,apapun kebijakannya pasti ada yg nyinyir,neutral,1
0Sa4S97M-uM,Mantap ...komdigi....<br>Demi generasi bangsa..<br>Bangsa ini di lemah kan dgn berbagai cara oleh bangsa...,mantap komdigidemi generasi bangsabangsa ini di lemah kan dgn berbagai cara oleh bangsa,positive,2
viGBwFO3nDA,Tapi anak2 juga butuh hiburan ajar dia menikmati dulu masa keculnya tapi teteap harus belajar😊😊,tapi anak2 juga butuh hiburan ajar dia menikmati dulu masa keculnya tapi teteap harus belajar,negative,0
NzMXdwZm8B0,"Aku tau ini baik untuk kita semua,tapi ada resiko juga yang malah membuat anak jadi susah berkembang.contoh contohnya seperti:<br><br>•Kreator kecil menghilang,Banyak anak kecil merintis mencari duit kecil kecilan,Dengan pemblokiran ini menimbulkan anak kecil mulai kehilang potensi besarnya.<br><br>•Edukasi jadi lebih terbatas,Banyak video video edukasi yang membantu anak bangsa kita contoh video edukasi,tutorial,dan sebagainya.Dengan pemblokiran ini menimbulkan anak kecil jadi susah dapat informasi atau bahkan harus cari informasi dari jauh banget.<br><br>•Platform lain lain akan mulai menghilang sedikit demi sedikit,Banyak sekali platform platform yang di isi anak kecil,Dengan kebijakan ini membuat platform tersebut mulai menghilang atau lebih parahnya platfor tersebut akan meninggalkan indonesia dan beralih ke negara lain yang membuat potensi indonesia berkurang drastis.<br><br>Pendapat aku soal kebijakan ini adalah:<br><br>Jangan diblokir tapi edukasi mendalam kepada anak anak,Contoh buat guru naik gaji dan mengajarkan anak untuk mengetahui apa bahaya media sosial.<br><br>Sekian denga saya mohon maaf aku bukan ahli atau semacamnya ini hanya perasaan dan pendapat saya saja mohon di dengar dan semoga bisa di komunikasikan.",aku tau ini baik untuk kita semuatapi ada resiko juga yang malah membuat anak jadi susah berkembangcontoh contohnya sepertikreator kecil menghilangbanyak anak kecil merintis mencari duit kecil kecilandengan pemblokiran ini menimbulkan anak kecil mulai kehilang potensi besarnyaedukasi jadi lebih terbatasbanyak video video edukasi yang membantu anak bangsa kita contoh video edukasitutorialdan sebagainyadengan pemblokiran ini menimbulkan anak kecil jadi susah dapat informasi atau bahkan harus cari informasi dari jauh bangetplatform lain lain akan mulai menghilang sedikit demi sedikitbanyak sekali platform platform yang di isi anak kecildengan kebijakan ini membuat platform tersebut mulai menghilang atau lebih parahnya platfor tersebut akan meninggalkan indonesia dan beralih ke negara lain yang membuat potensi indonesia berkurang drastispendapat aku soal kebijakan ini adalahjangan diblokir tapi edukasi mendalam kepada anak anakcontoh buat guru naik gaji dan mengajarkan anak untuk mengetahui apa bahaya media sosialsekian denga saya mohon maaf aku bukan ahli atau semacamnya ini hanya perasaan dan pendapat saya saja mohon di dengar dan semoga bisa di komunikasikan,negative,0
iLERE4VmtZc,tidak setuju,tidak setuju,negative,0
iLERE4VmtZc,Trus gimana yang anak nya tinggal sendiri dia kan butuh hiburan kalau tidak ada hiburan dia pasti bisa stress apalagi kalau dia itu sukanya menyendiri😢😢,trus gimana yang anak nya tinggal sendiri dia kan butuh hiburan kalau tidak ada hiburan dia pasti bisa stress apalagi kalau dia itu sukanya menyendiri,negative,0
8i7X3KrGeF0,Judi sama koruptor nya kapan ya Bu😏,judi sama koruptor nya kapan ya bu,neutral,1
2BdXibzPPyc,Mantap... Tapi pakai nik,mantap tapi pakai nik,positive,2
2BdXibzPPyc,Pembatasan penggunaan sosmed bagi anak-anak bukanlah solusi yang hakiki karena mereka akan tetap bisa bersosmed dengan akun palsu atau akun orang lain apalagi game online ini memberikan dampak negatif yaitu kecanduan. Dunia digital sosmed digunakan untuk kepentingan para kapitalis ada keuntungannya bagi mereka maka sudah tak heran penguasa membuat aturan setengah hati. Islam mengatur dunia digital atas kemaslahatan umat yaitu membuat dunia sosmed untuk menambah keimanan kepada Allah dan dari sosmed tersebut membentuk generasi yang takut kepada Allah serta  menjalankan aturan Nya dengan sempurna sebab generasi mampu memilah perbuatan baik atau buruk.,pembatasan penggunaan sosmed bagi anakanak bukanlah solusi yang hakiki karena mereka akan tetap bisa bersosmed dengan akun palsu atau akun orang lain apalagi game online ini memberikan dampak negatif yaitu kecanduan dunia digital sosmed digunakan untuk kepentingan para kapitalis ada keuntungannya bagi mereka maka sudah tak heran penguasa membuat aturan setengah hati islam mengatur dunia digital atas kemaslahatan umat yaitu membuat dunia sosmed untuk menambah keimanan kepada allah dan dari sosmed tersebut membentuk generasi yang takut kepada allah serta menjalankan aturan nya dengan sempurna sebab generasi mampu memilah perbuatan baik atau buruk,negative,0
R1hQwelEGvU,Tunggu aku gak mau YouTube jangan😢 yang lain terserah,tunggu aku gak mau youtube jangan yang lain terserah,negative,0
19eKDDkJt6w,lu blokir gw buat akun wkkwkwk Gampang lu blokir berapa kali gw tetap main,lu blokir gw buat akun wkkwkwk gampang lu blokir berapa kali gw tetap main,neutral,1
JrCe8CVR1KY,Gw yg pake akun emak=santai dulu gak sih😎😎😎<br>Roblox gpp karena gw main uni craft 😎😎😎<br><br>Tapi kalo kena blok aku bakalan ke go tube aja 😎😎😎,gw yg pake akun emaksantai dulu gak sihroblox gpp karena gw main uni craft tapi kalo kena blok aku bakalan ke go tube aja,neutral,1
p8p-sAq_hhI,Yaallah😭😭,yaallah,negative,0
V_mvjaonG-w,baguslah ituu.... setuju banget salah satu lankah bagus untuk menyelamatkan anak bangsa smg terwujud segera aamiin,baguslah ituu setuju banget salah satu lankah bagus untuk menyelamatkan anak bangsa smg terwujud segera aamiin,positive,2
p8p-sAq_hhI,Game jika berkaitan Dengan akun FB atau apapun akan diblokir Juga kan? Mengapa gak aja Judol yang diblokir? Anak juga butuh Hiburan,game jika berkaitan dengan akun fb atau apapun akan diblokir juga kan mengapa gak aja judol yang diblokir anak juga butuh hiburan,negative,0
cqVq6jZn0CM,Terimakasih,terimakasih,positive,2
_M85Z0Beq_g,Tim benci hal ini<br>👇,tim benci hal ini,negative,0
2YHfX7PzVNM,"Bod*hnya pemerintah, anak2 dibawah usia itu juga harusnya dilarang 😭😭😭😭 kalian benar2 budak kapitalisme, siap-siaplah kalian pertanggungjawabkan hasil dr apa yg kalian perbuat atas jabatan kalian, langsung di hadapan Tuhan, siap-siaplah menanggung akibatnya, krn umur ga ada yg tau",bodhnya pemerintah anak2 dibawah usia itu juga harusnya dilarang kalian benar2 budak kapitalisme siapsiaplah kalian pertanggungjawabkan hasil dr apa yg kalian perbuat atas jabatan kalian langsung di hadapan tuhan siapsiaplah menanggung akibatnya krn umur ga ada yg tau,negative,0
0Sa4S97M-uM,KETIKA OTAK JADUL MEMBUAT ATURAN??....KELEBIHAN INTERNET PADA ANAK. BAROMETERNYA ANAK GENERASI INDONESIA MINIMAL DIA MAMPU MEMAKAN  3 RANGKAP MATERI DALAM SATU SAAT  SECARA BERSAMAAN {APALAGI DGN FOKUS SATU2} DAN KEMAPUAN ITU SALAH SATUNYA DIPEROLEH DARI KEBIASAAN OTAK ANAK TIDAK BERHENTI BEKERJA KETIKA MENSEKROL HP. OTAK TERBIASA PANAS SAMPAI LUPA WAKTU. .COBA CEK BANYAK PENEMU2 TEKHNOLOGI ITU BERAWAL DARI KEBIASAAN ANAK DI USIA DINI. INDONESIA SEHARUSNYA LEBIH CERDAS. JANGANLAH MELARANG SESUATU KENISCAYAAN ZAMAN. ANDA HANYA PERLU MEMBUAT KETEGASAN BATAS. JANGANLAH MENCIPTAKAN GENERSAI OTAK LELET.,ketika otak jadul membuat aturankelebihan internet pada anak barometernya anak generasi indonesia minimal dia mampu memakan 3 rangkap materi dalam satu saat secara bersamaan apalagi dgn fokus satu2 dan kemapuan itu salah satunya diperoleh dari kebiasaan otak anak tidak berhenti bekerja ketika mensekrol hp otak terbiasa panas sampai lupa waktu coba cek banyak penemu2 tekhnologi itu berawal dari kebiasaan anak di usia dini indonesia seharusnya lebih cerdas janganlah melarang sesuatu keniscayaan zaman anda hanya perlu membuat ketegasan batas janganlah menciptakan genersai otak lelet,negative,0
aZEtsruDoQc,Oh tapi kenapa anak saya dapat nilai bagus mulu yang penting itu masih ada  banyak waktu belajar bukan diblokir secara tegas ini namanya pemaksaan,oh tapi kenapa anak saya dapat nilai bagus mulu yang penting itu masih ada banyak waktu belajar bukan diblokir secara tegas ini namanya pemaksaan,negative,0
aZEtsruDoQc,Yg bikin aturannya gk mikirin judi. kurupsi. dan keadilan yg absurd,yg bikin aturannya gk mikirin judi kurupsi dan keadilan yg absurd,negative,0
2BdXibzPPyc,Saya akan kembali ke youtube kids sebagai anak biasa,saya akan kembali ke youtube kids sebagai anak biasa,neutral,1
dVTaBKZLsds,Harusnya situl judol juga bisa doong dibatasi atau diblokirr !,harusnya situl judol juga bisa doong dibatasi atau diblokirr,positive,2
